FID,id,vejkode,vejnavn,park_id,bydel,udstyr_type,tilstand,placering,foto,driftsopgave,fjernet,bemaerkning,reg_metode,reg_dato,rettet_dato,wkb_geometry
baenk_stol_bord.467,4171,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.480000167636163 55.70953183314939))
baenk_stol_bord.468,4168,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.47961588611905 55.709656870967855))
baenk_stol_bord.469,4167,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.479575585334908 55.70967101826391))
baenk_stol_bord.470,4166,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.479178510553323 55.709806368067234))
baenk_stol_bord.471,4165,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.47884317094346 55.709920166756056))
baenk_stol_bord.472,4164,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.478470165241578 55.71004711222502))
baenk_stol_bord.473,4163,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.47804054700982 55.710193847900236))
baenk_stol_bord.474,4162,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.477999309075724 55.71020834204199))
baenk_stol_bord.475,4143,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2011-11-03T13:38:55,MULTIPOINT ((12.460130383067435 55.7157594522602))
baenk_stol_bord.476,3921,1964,Frederikssundsvej,,Brønshøj-Husum,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2018-02-13T11:17:49.938,MULTIPOINT ((12.477671826666064 55.710268868273054))
baenk_stol_bord.477,4035,1964,Frederikssundsvej,0,Bispebjerg,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,,2010-10-15T00:00:00,MULTIPOINT ((12.52620255266963 55.704496611194784))
baenk_stol_bord.478,5768,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-01-15T13:38:56.319,,MULTIPOINT ((12.48644597812822 55.707395206903065))
baenk_stol_bord.479,5767,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-01-15T13:37:56.302,,MULTIPOINT ((12.48674254734169 55.70728200060973))
baenk_stol_bord.480,5766,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-01-15T13:37:56.302,,MULTIPOINT ((12.486786695688263 55.7072656507417))
baenk_stol_bord.481,5765,1964,Frederikssundsvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Udefineret,2018-01-15T13:33:31.234,,MULTIPOINT ((12.50930628909364 55.70593755690377))
baenk_stol_bord.482,3629,1984,Fridtjof Nansens Plads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-27T00:00:00,2011-02-22T00:00:00,MULTIPOINT ((12.589765412700437 55.696663084732))
baenk_stol_bord.483,3628,1984,Fridtjof Nansens Plads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-27T00:00:00,2011-02-22T00:00:00,MULTIPOINT ((12.58981134305456 55.696609115232015))
baenk_stol_bord.484,3624,1984,Fridtjof Nansens Plads,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-27T00:00:00,2011-02-22T00:00:00,MULTIPOINT ((12.59024600722194 55.696869582894635))
baenk_stol_bord.485,4639,2001,Frue Plads,0,Indre By,"Bænk, anden",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,ryg mod ryg,Digitaliseret manuelt,,2010-08-16T00:00:00,MULTIPOINT ((12.57234785744821 55.67969709661402))
baenk_stol_bord.486,4638,2001,Frue Plads,0,Indre By,"Bænk, anden",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,ryg mod ryg,Digitaliseret manuelt,,2010-08-16T00:00:00,MULTIPOINT ((12.572243450269438 55.67967511527777))
baenk_stol_bord.487,4637,2001,Frue Plads,0,Indre By,"Bænk, anden",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,ryg mod ryg,Digitaliseret manuelt,,2010-08-16T00:00:00,MULTIPOINT ((12.572963301515061 55.67982964830734))
baenk_stol_bord.488,4635,2001,Frue Plads,0,Indre By,"Bænk, anden",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,ryg mod ryg,Digitaliseret manuelt,,2010-08-16T00:00:00,MULTIPOINT ((12.572875883097819 55.67981186913819))
baenk_stol_bord.489,4710,2060,Fåborggade,0,Østerbro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,,2010-10-05T00:00:00,MULTIPOINT ((12.58244335032292 55.708776794139304))
baenk_stol_bord.490,4709,2060,Fåborggade,0,Østerbro,"Københavnerbænk, enkelt",Defekt/ødelagt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,,2010-10-05T00:00:00,MULTIPOINT ((12.582455970164636 55.708856941306486))
baenk_stol_bord.491,4706,2060,Fåborggade,0,Østerbro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,,2010-10-05T00:00:00,MULTIPOINT ((12.582444650993722 55.708286656363356))
baenk_stol_bord.492,4705,2060,Fåborggade,0,Østerbro,"Københavnerbænk, enkelt",Defekt/ødelagt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,,2010-10-05T00:00:00,MULTIPOINT ((12.582436226649072 55.70819469727117))
baenk_stol_bord.493,4185,2068,Gadelandet,,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.484584555255097 55.71052354459764))
baenk_stol_bord.494,4184,2068,Gadelandet,,Brønshøj-Husum,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.484462272190603 55.710566893620516))
baenk_stol_bord.495,4161,2068,Gadelandet,,Brønshøj-Husum,"Københavnerbænk, enkelt",Defekt/ødelagt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.481170094330524 55.711668334994805))
baenk_stol_bord.496,4159,2068,Gadelandet,,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-25T00:00:00,MULTIPOINT ((12.479045955524633 55.71242577896091))
baenk_stol_bord.497,5665,2088,Gammel Jernbanevej,,Valby,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-09-06T10:17:36.337,2016-09-06T10:34:00.173,MULTIPOINT ((12.520549020480349 55.66602780930265))
baenk_stol_bord.498,5664,2088,Gammel Jernbanevej,,Valby,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-09-06T10:17:05.524,2016-09-06T10:33:26.688,MULTIPOINT ((12.519489181849321 55.665148204171416))
baenk_stol_bord.499,5662,2088,Gammel Jernbanevej,,,Københavnerstol,Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-09-06T10:05:42.326,2016-09-06T10:29:43.419,MULTIPOINT ((12.519120022363671 55.664129791752615))
baenk_stol_bord.500,5661,2088,Gammel Jernbanevej,,Valby,Københavnerstol,Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-09-06T10:05:42.326,2016-09-06T10:29:43.419,MULTIPOINT ((12.519162671007358 55.66424311286766))
baenk_stol_bord.501,5663,2088,Gammel Jernbanevej,,Valby,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-09-06T10:17:05.524,2016-09-06T10:29:28.372,MULTIPOINT ((12.517130106420456 55.66443686919457))
baenk_stol_bord.502,5657,2088,Gammel Jernbanevej,,Valby,Københavnerstol,Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-09-06T09:58:46.235,2016-09-06T10:29:43.419,MULTIPOINT ((12.519120175033738 55.664119028969814))
baenk_stol_bord.503,2474,2096,Gammel Kongevej,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-07T00:00:00,2018-04-24T12:46:17.12,MULTIPOINT ((12.555651451394258 55.67390224775228))
baenk_stol_bord.504,4221,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.51676553514029 55.660922500795145))
baenk_stol_bord.505,4220,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.516725347747949 55.66092552902351))
baenk_stol_bord.506,4219,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.516889112205456 55.66112521200481))
baenk_stol_bord.507,4218,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.516978605025862 55.66123424823747))
baenk_stol_bord.508,4217,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.517019446088627 55.66122519690277))
baenk_stol_bord.509,4216,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.516931600784567 55.661118902083956))
baenk_stol_bord.510,3991,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,grønt område,Indmålt med GPS,2001-08-16T00:00:00,2010-12-21T00:00:00,MULTIPOINT ((12.501074291099028 55.64271932965014))
baenk_stol_bord.511,3990,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-16T00:00:00,2010-12-21T00:00:00,MULTIPOINT ((12.507352887464586 55.650409715766706))
baenk_stol_bord.512,3989,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-16T00:00:00,2010-12-21T00:00:00,MULTIPOINT ((12.507295431166247 55.65048682886919))
baenk_stol_bord.513,3756,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.517669561369653 55.66151161128008))
baenk_stol_bord.514,3755,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.51777597958557 55.6614877956644))
baenk_stol_bord.515,3754,2100,Gammel Køge Landevej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.518173451238498 55.661467651942324))
baenk_stol_bord.516,5259,2108,Gammel Strand,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2013-07-10T12:45:40,2013-07-10T12:47:18,MULTIPOINT ((12.57799322946453 55.67751139768349))
baenk_stol_bord.517,5258,2108,Gammel Strand,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2013-07-10T12:45:03,2013-07-10T12:46:47,MULTIPOINT ((12.577974447237382 55.67753177705486))
baenk_stol_bord.518,5401,2108,Gammel Strand,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2013-07-10T12:45:03,2014-09-05T08:39:44,MULTIPOINT ((12.577770950981652 55.677473123555096))
baenk_stol_bord.519,5400,2108,Gammel Strand,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2013-07-10T12:45:40,2014-09-05T08:40:05,MULTIPOINT ((12.57781789106058 55.67742444923209))
baenk_stol_bord.520,4644,2108,Gammel Strand,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,,2010-08-16T00:00:00,MULTIPOINT ((12.579309801233324 55.67768533242956))
baenk_stol_bord.521,4643,2108,Gammel Strand,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,,2010-08-16T00:00:00,MULTIPOINT ((12.57872464612059 55.67758092191608))
baenk_stol_bord.522,4642,2108,Gammel Strand,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,,2010-08-16T00:00:00,MULTIPOINT ((12.578558720548543 55.67755249725684))
baenk_stol_bord.523,4641,2108,Gammel Strand,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,,2010-08-16T00:00:00,MULTIPOINT ((12.578241410236867 55.67743673088679))
baenk_stol_bord.524,4640,2108,Gammel Strand,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,,2010-08-16T00:00:00,MULTIPOINT ((12.578406175210363 55.677498386017106))
baenk_stol_bord.525,2989,2112,Gammeltoftsgade,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-23T00:00:00,2011-02-15T00:00:00,MULTIPOINT ((12.57001127836556 55.68955131535906))
baenk_stol_bord.526,2783,2116,Gammeltorv,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-26T00:00:00,2010-08-17T00:00:00,MULTIPOINT ((12.572517424898466 55.67815869989227))
baenk_stol_bord.527,3033,2116,Gammeltorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-26T00:00:00,2010-08-17T00:00:00,MULTIPOINT ((12.572199074050161 55.67822256949811))
baenk_stol_bord.528,3032,2116,Gammeltorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-26T00:00:00,2010-08-17T00:00:00,MULTIPOINT ((12.572300806516195 55.678257060619366))
baenk_stol_bord.529,2499,2116,Gammeltorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-26T00:00:00,2010-08-17T00:00:00,MULTIPOINT ((12.571762388840458 55.67799601265739))
baenk_stol_bord.530,2498,2116,Gammeltorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-26T00:00:00,2010-08-17T00:00:00,MULTIPOINT ((12.572045714958977 55.678169942357094))
baenk_stol_bord.531,2497,2116,Gammeltorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-26T00:00:00,2010-08-17T00:00:00,MULTIPOINT ((12.572085055247761 55.678183452658))
baenk_stol_bord.532,3851,2136,Gasværksvej,,Vesterbro-Kongens Enghave,Plint,Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2004-08-27T00:00:00,2010-12-08T00:00:00,MULTIPOINT ((12.554886788387128 55.67220277329783))
baenk_stol_bord.533,3850,2136,Gasværksvej,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2004-08-27T00:00:00,2010-12-08T00:00:00,MULTIPOINT ((12.554952252148464 55.672189421411964))
baenk_stol_bord.534,3849,2136,Gasværksvej,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2004-08-27T00:00:00,2010-12-08T00:00:00,MULTIPOINT ((12.55503414104732 55.67221030885076))
baenk_stol_bord.535,4148,2144,Gavlhusvej,,Brønshøj-Husum,Århusbænk,Defekt/ødelagt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-19T00:00:00,2010-10-22T00:00:00,MULTIPOINT ((12.489048549182131 55.721766368939974))
baenk_stol_bord.536,2504,2170,Georg Brandes Plads,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-08T00:00:00,2011-02-14T00:00:00,MULTIPOINT ((12.578740353547483 55.687280447546954))
baenk_stol_bord.537,2503,2170,Georg Brandes Plads,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-08T00:00:00,2011-02-14T00:00:00,MULTIPOINT ((12.578438958110178 55.68725460421907))
baenk_stol_bord.538,2727,2188,Gernersgade,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-03T00:00:00,2011-03-07T00:00:00,MULTIPOINT ((12.587179345624344 55.68825132491907))
baenk_stol_bord.539,2726,2188,Gernersgade,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-03T00:00:00,2011-03-07T00:00:00,MULTIPOINT ((12.587590624397937 55.68814324918163))
baenk_stol_bord.540,4121,2264,Godthåbsvej,,Vanløse,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.514592987909255 55.691999234489955))
baenk_stol_bord.541,4104,2264,Godthåbsvej,,Vanløse,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-18T00:00:00,MULTIPOINT ((12.507850760770847 55.69625673352075))
baenk_stol_bord.542,3003,2272,Gothersgade,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2003-05-26T00:00:00,2011-02-11T00:00:00,MULTIPOINT ((12.568918628233499 55.685951435479744))
baenk_stol_bord.543,3002,2272,Gothersgade,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2003-05-26T00:00:00,2011-02-11T00:00:00,MULTIPOINT ((12.568808744897204 55.68599524140499))
baenk_stol_bord.544,3001,2272,Gothersgade,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2003-05-27T00:00:00,2011-02-11T00:00:00,MULTIPOINT ((12.568704164295662 55.68603691289595))
baenk_stol_bord.545,4131,2333,Grøndal Torv,,Vanløse,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.51251773431474 55.69335771175692))
baenk_stol_bord.546,4130,2333,Grøndal Torv,,Vanløse,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.512587947191987 55.69337616460683))
baenk_stol_bord.547,4129,2333,Grøndal Torv,,Vanløse,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.512662619035497 55.693295783152195))
baenk_stol_bord.548,4128,2333,Grøndal Torv,,Vanløse,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.512852787110013 55.69323863701377))
baenk_stol_bord.549,4127,2333,Grøndal Torv,,Vanløse,"Københavnerbænk, enkelt",Slidt/grim,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.51281456072903 55.69327848423065))
baenk_stol_bord.550,4126,2333,Grøndal Torv,,Vanløse,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.512891473728349 55.693198422940995))
baenk_stol_bord.551,4125,2333,Grøndal Torv,,Vanløse,"Københavnerbænk, enkelt",Slidt/grim,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.513423224632511 55.69302819848534))
baenk_stol_bord.552,4124,2333,Grøndal Torv,,Vanløse,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.513460413811933 55.69298971864033))
baenk_stol_bord.553,4123,2333,Grøndal Torv,,Vanløse,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.513515252093425 55.69293071154223))
baenk_stol_bord.554,4122,2333,Grøndal Torv,,Vanløse,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.513552274520162 55.692889176788434))
baenk_stol_bord.555,5685,2328,Grøndals Parkvej,,Vanløse,"Københavnerbænk, dobbelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-11-02T13:29:02.349,2016-11-09T13:25:16.525,MULTIPOINT ((12.499263454068254 55.68618838160332))
baenk_stol_bord.556,5703,2328,Grøndals Parkvej,0,Vanløse,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-11-09T13:25:16.306,,MULTIPOINT ((12.49857014555095 55.686171808529906))
baenk_stol_bord.557,5702,2328,Grøndals Parkvej,0,Vanløse,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-11-09T13:25:16.306,,MULTIPOINT ((12.498097792586549 55.68592018526064))
baenk_stol_bord.558,4933,2328,Grøndals Parkvej,0,Vanløse,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Indmålt med GPS,,2016-11-09T13:19:32.27,MULTIPOINT ((12.498109160138169 55.68591241217766))
baenk_stol_bord.559,3460,2328,Grøndals Parkvej,,Vanløse,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-23T00:00:00,2011-01-19T00:00:00,MULTIPOINT ((12.492249731589 55.68289647665063))
baenk_stol_bord.560,5684,2328,Grøndals Parkvej,,Vanløse,"Københavnerbænk, dobbelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-11-02T13:29:02.349,2016-11-09T13:19:32.27,MULTIPOINT ((12.498580654187014 55.68616481800316))
baenk_stol_bord.561,4120,2332,Grøndalsvænge Allé,,Vanløse,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-20T00:00:00,2011-01-21T00:00:00,MULTIPOINT ((12.515829672365632 55.69113949776922))
baenk_stol_bord.562,2719,2364,Grønningen,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-05T00:00:00,2011-03-01T00:00:00,MULTIPOINT ((12.592659731999177 55.688030777842386))
baenk_stol_bord.563,2718,2364,Grønningen,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-05T00:00:00,2011-03-01T00:00:00,MULTIPOINT ((12.592201789159718 55.68840546441078))
